wallet,totalPaid,balance,totalPaidFiat
0x673ed2dbd171a2cb7f596bc8bf7bc6080b592afe,10.985534992609018,346958.0741401943,13862.56205283209
0xf07a2439296e07bc4320af924e655a01fb69d89c,6.984463822251951,217290.39732519697,8813.641138721958
0xbdfa4f4492dd7b7cf211209c4791af8d52bf5c50,3,104847,3785.676909360913
0xaf28bcb48c40dbc86f52d459a6562f658fc94b1e,2.2746908112226083,280006.97548116435,2870.4148266602906
0x823b92d6a4b2aed4b15675c7917c9f922ea8adad,2.171731707317073,94398.54807336943,2740.4915259057325
0x231a07c825f052b895de5fd1513ce40d18e14af5,2,81699.51188486257,2523.784606240609
0xb0a1b2f7f7a2093da2247ed16f0c06cf02ce164f,1.3727062079265546,42921.960045155174,1732.2073982279794
0xdcfc09ebaf6c428b6045599e404a0bc9ac572c8e,1.260439024390244,40829.40131707317,1590.5383034305144
0xaa2937eb4fa63c044b123387059d9aced8036333,0.7855795443902438,24563.60554203404,991.3167805548042
0x257f37859f3aaf143e83d2e8f6387fe0fef2a242,0.7340366729105104,23104.429135548457,926.2752277538095
0xd78285eef93e13d1f96062265b68099c480121b8,0.6379638654362438,20006.72546653528,805.0416914628737
0x885baba310b9be0dffb6dd5eb53649a2aad3cedc,0.6096509780487805,19062.64776118765,769.3138767895218
0xf7253a0e87e39d2cd6365919d4a3d56d431d0041,0.4540426941481579,34934.59481213637,572.952981033567
0xb2b314987db9bb8669826dfc9d1edfc14aa456d6,0.4271068292682927,15309.809799018292,538.9628204637766
0x34aa3f359a9d614239015126635ce7732c18fdf3,0.3313536585365853,11580.479012195121,418.1326313180706
0x24e302de82089d3eaf4d961b1d1b1f55b4fefb12,0.3134832548293455,10886.469387994212,395.5821064262521
0x32331688e630cf762be027a36c0eb45ec08267ed,0.2709703290225037,10181.12958573195,341.93537256747385
0x22fea913fd7f729303bae66ef40a044c73ffadce,0.2612698870731707,8525.513521212542,329.69445953474525
0x5630beb269e617ad0c1297c88567552c95d4aadc,0.25038597345676455,8558.957262828146,315.960132714376
0xcffe08bdf20918007f8ab268c32f8756494fc8d8,0.2004210846989525,6173.260427834876,252.90982416463078
0xcf8147ebacd210dbfbef8472d4478bce3f509718,0.15913414634146342,7222.878933506582,200.81015443191282
0x32533f602527024ebc64febf05f18d32105fb199,0.15203724360332943,4690.4064198400065,191.85462749066815
0x89f474d29918a0ed096d00aae123125c5b08d094,0.13370898414634147,4201.755373247651,168.7263379523031
0xab79f8b21be82b8b0cc2284bb3b51a68257532d7,0.1305873860107155,4282.61111098068,164.787217291522
0x28c173b8f20488eef1b0f48df8453a2f59c38337,0.10156097560975609,23420.599586323573,128.15901341934017
0xf0c0917bed1d2311cfa261493a21ddfc450eeea5,0.1,3494.9,126.18923031203045
0x1ba2a537a771aa4eac2f18427716557e4e744864,0.1,3494.9,126.18923031203045
0x36f8a9ebb4479b1b877920b4ce0a11ee25c29a8b,0.09378273042895234,2961.9563871154264,118.34370569390133
0x80000000000495561f29841ab6e2ddd2bbf88b54,0.08780487804878048,2844.2634146341466,110.80029978617306
0xbec2635b44d26acf54dda59644ddb71fb0e0268d,0.08522928240070428,2625.1856541308352,107.55017546191554
0xc489c7281983e8eb9080eadd0fdc80298b7ab63e,0.07975609756097561,2481.355131226731,100.64360563910721
