timestamp,amount,caller,amountFiat,date
1653726048000,0.08095238095238096,0xd60ea02dfdaeefe61bf2978ea06558c3271a3dab,145.60863108495732,5/28/2022, 4:20:48 AM
1653718538000,0.004761904761904762,0x2ee4b636099142c14e8462b42fcaf91d3e8c3934,8.565213593232784,5/28/2022, 2:15:38 AM
1653705452000,0.08252380952380951,0x7cc4e967242e1cad92152d47ae0bb9169e97d553,148.43515157072412,5/27/2022, 10:37:32 PM
1653700493000,0.01731707317073171,0x9e84aaafe42302252a0378d016ae63a19f49e46a,31.148130408561176,5/27/2022, 9:14:53 PM
1653697671000,4.8561863758536585,0x2306b8310599a40f1bd022c4d70214f65739c3d3,8734.797447124058,5/27/2022, 8:27:51 PM
1653691849000,0.002195121951219513,0x18d70d6152423f22a6234d832a8ca78eb673013c,3.786312586900269,5/27/2022, 6:50:49 PM
1653639116000,0.051428571428571435,0xc73e5d6c55ae3298c6b341c615bc6e67394c7bfb,88.707894893092,5/27/2022, 4:11:56 AM
1653497518000,0.055,0xd60ea02dfdaeefe61bf2978ea06558c3271a3dab,106.96635644789846,5/25/2022, 12:51:58 PM
1653407386000,0.15,0xdcbc9daa8c4eeae4bbf623070c023188f4d1e037,296.9655817509708,5/24/2022, 11:49:46 AM
1653262180000,0.27740569122342773,0xe16a238d207b9ac8b419c7a866b0de013c73357b,567.7513453158182,5/22/2022, 7:29:40 PM
1653209317000,0.2075041006416382,0x22fea913fd7f729303bae66ef40a044c73ffadce,424.68751011655365,5/22/2022, 4:48:37 AM
1653189608000,2.9844518870307164,0xca6ed3fdc8162304d7f1fcfc9ca3a81632d5e5b0,6108.11756031097,5/21/2022, 11:20:08 PM
1653177444000,0.08252380952380951,0x7cc4e967242e1cad92152d47ae0bb9169e97d553,163.24423717765598,5/21/2022, 7:57:24 PM
1653117973000,0.06748619047619048,0xd60ea02dfdaeefe61bf2978ea06558c3271a3dab,133.49761417804146,5/21/2022, 3:26:13 AM
1653081573000,0.1359257268980291,0x60535a6605958fff6cec5b1e92892601efb3473b,266.95689607668857,5/20/2022, 5:19:33 PM
1653060263000,0.02,0xb0fbd2b3c2fa42b76f08f2a89f1c0c46e3d802b5,39.27981879058973,5/20/2022, 11:24:23 AM
1652925126000,0.026937250474306815,0x60535a6605958fff6cec5b1e92892601efb3473b,54.5169074843922,5/18/2022, 9:52:06 PM
1652909885000,0.08804878048780489,0x0f5f7366ea4df476616822faf0c934fd0bb321d4,168.62901012175334,5/18/2022, 5:38:05 PM
1652883295000,0.06656613390243903,0x0adf9eebe6a7695fff20abdd1baad9b62c7298b5,127.48593683424252,5/18/2022, 10:14:55 AM
1652868805000,0.029026829268292684,0x75855b8ca47143341c5b37d281201fc712980cf4,55.59151937559519,5/18/2022, 6:13:25 AM
1652864140000,0.01197560975609756,0xa47431239c5e994ec4f96f088a88091a4b4d7bdb,22.935413842044564,5/18/2022, 4:55:40 AM
1652863611000,0.001,0x3103136150ed5dde8332551f0be87fcb7131a954,1.9151771232664505,5/18/2022, 4:46:51 AM
1652860699000,0.22952380952380955,0xd91ce0809530744d493cbc4e3b0e0246002638dd,439.5787492449663,5/18/2022, 3:58:19 AM
1652854075000,0.01,0x3d60cb2912b4a1c9171c08b1148c833d7b7898d9,19.151771232664505,5/18/2022, 2:07:55 AM
1652767050000,0.0954323861904762,0x28c173b8f20488eef1b0f48df8453a2f59c38337,199.9479204720522,5/17/2022, 1:57:30 AM
1652762377000,0.001,0x6a932f0ae2a7a49fb24b70c8eef6ec0808163345,2.095178884796724,5/17/2022, 12:39:37 AM
1652740132000,0.00902439024390244,0x0adf9eebe6a7695fff20abdd1baad9b62c7298b5,18.282410204993905,5/16/2022, 6:28:52 PM
1652721785000,0.12956773840840696,0x90eda5165e5e1633e0bdb6307cdecae564b10ff7,262.48981691770115,5/16/2022, 1:23:05 PM
