timestamp,govFeeAmount,projectId,govFeeAmountFiat,date
1660228761000,0.045372783972968185,168,85.36559922763789,8/11/2022, 10:39:21 AM
1660143701000,3.3244720416881295,294,6159.842953624138,8/10/2022, 11:01:41 AM
1660128685000,0.28894856568870936,302,535.3866009393768,8/10/2022, 6:51:25 AM
1659916055000,0.3910101720976274,329,664.3287918536322,8/7/2022, 7:47:35 PM
1659311998000,0.39429057089585395,329,663.2012247558777,7/31/2022, 7:59:58 PM
1659300687000,0.1835610958519767,33,308.75185097621136,7/31/2022, 4:51:27 PM
1659209503000,2.2052534398692853,1,3741.841174554598,7/30/2022, 3:31:43 PM
1658994733000,0.1673093902254119,5,288.36585201872424,7/28/2022, 3:52:13 AM
1658708585000,0.41484346836674696,329,601.7231020026761,7/24/2022, 8:23:05 PM
1658190096000,0.009523809523809525,437,14.69171258507832,7/18/2022, 8:21:36 PM
1658180329000,0.015175485096637036,168,23.83551162214319,7/18/2022, 5:38:49 PM
1658166558000,0.08285602051316213,8,130.13855091483447,7/18/2022, 1:49:18 PM
1658100896000,0.490432160974491,329,659.4940747892839,7/17/2022, 7:34:56 PM
1658090386000,0.2328422627833506,33,313.10771373767267,7/17/2022, 4:39:46 PM
1658000047000,2.7044731849836072,1,3664.6845984025554,7/16/2022, 3:34:07 PM
1657890479000,0.2203307342796419,5,271.9099694645269,7/15/2022, 9:07:59 AM
1657819079000,0.08780487804878048,640,104.58709789261272,7/14/2022, 1:17:59 PM
1657691182000,0.0509977827051,22,56.75649224418849,7/13/2022, 1:46:22 AM
1657685609000,0.2784949196016846,302,309.94278390143035,7/13/2022, 12:13:29 AM
1657681300000,0.08252380952380951,2,91.84246268672749,7/12/2022, 11:01:40 PM
1657509363000,0.5754767277051968,329,631.5566114296139,7/10/2022, 11:16:03 PM
1657266757000,0.002439024390243903,603,3.0085723884397537,7/8/2022, 3:52:37 AM
1657185159000,0.000714285714285715,219,0.8859845754726547,7/7/2022, 5:12:39 AM
1657146127000,0.102625903388224,8,121.99404298596451,7/6/2022, 6:22:07 PM
1656904303000,0.2782006342980708,302,320.8622327406576,7/3/2022, 11:11:43 PM
1656900656000,0.618322211401236,329,713.1408805156605,7/3/2022, 10:10:56 PM
1656793806000,0.2939913913354791,33,314.14200304906547,7/2/2022, 4:30:06 PM
1656792632000,9.132868665747132,1,9758.849207145528,7/2/2022, 4:10:32 PM
1656716768000,2.2838781323903974,294,2441.0533467871032,7/1/2022, 7:06:08 PM
1656548257000,0.02266586882808392,168,23.97212549322748,6/29/2022, 8:17:37 PM
1656440893000,0.021549316183344804,168,24.642365727509958,6/28/2022, 2:28:13 PM
1656381503000,0.21987671244915036,5,251.43639440968562,6/27/2022, 9:58:23 PM
1656292448000,0.5494784243317301,329,656.2006012149644,6/26/2022, 9:14:08 PM
1656133746000,0.08252380952380951,2,102.68323773288168,6/25/2022, 1:09:06 AM
1655994322000,0.37462193707317076,528,428.7475968119417,6/23/2022, 10:25:22 AM
1655683244000,0.5885658653155811,329,666.2885737433689,6/19/2022, 8:00:44 PM
1655682226000,0.33261304361697247,33,374.44049483595427,6/19/2022, 7:43:46 PM
1655590637000,9.770358638356528,1,9723.9745375214,6/18/2022, 6:17:17 PM
1655565777000,0.12273302890632844,8,122.15036235340962,6/18/2022, 11:22:57 AM
1655247022000,0.02127650158484405,168,25.848104010799346,6/14/2022, 6:50:22 PM
1655241349000,0.21806245480465863,5,264.91671998633984,6/14/2022, 5:15:49 PM
1655083708000,0.48713875065205003,329,587.2921811901903,6/12/2022, 9:28:28 PM
1654940505000,0.005231031871188178,337,8.003680771934029,6/11/2022, 5:41:45 AM
1654913834000,0.08252380952380951,2,126.26461542900822,6/10/2022, 10:17:14 PM
1654482904000,0.19109843939023108,329,355.47774472031125,6/5/2022, 10:35:04 PM
1654453673000,0.17204671830938764,33,310.60134196884155,6/5/2022, 2:27:53 PM
1654399506000,33.45352856015871,1,60394.7053828303,6/4/2022, 11:25:06 PM
1654295399000,0.18461969644999104,8,328.06549111266366,6/3/2022, 6:29:59 PM
1654242026000,0.08252380952380951,2,146.6431514107161,6/3/2022, 3:40:26 AM
1653917926000,0.13793388189396757,5,275.307267273329,5/30/2022, 9:38:46 AM
1653916312000,0.15496322870180088,302,309.29676186841596,5/30/2022, 9:11:52 AM
1653869431000,0.1964357823540373,329,392.07334479400004,5/29/2022, 8:10:31 PM
1653755896000,0.005238095238095239,365,9.421734952556063,5/28/2022, 12:38:16 PM
1653726048000,0.08095238095238096,369,145.60863108495732,5/28/2022, 4:20:48 AM
1653718538000,0.004761904761904762,287,8.565213593232784,5/28/2022, 2:15:38 AM
1653705452000,0.08252380952380951,2,148.43515157072412,5/27/2022, 10:37:32 PM
1653700493000,0.01731707317073171,568,31.148130408561176,5/27/2022, 9:14:53 PM
1653697671000,4.8561863758536585,568,8734.797447124058,5/27/2022, 8:27:51 PM
1653691849000,0.002195121951219513,643,3.786312586900269,5/27/2022, 6:50:49 PM
1653639116000,0.051428571428571435,301,88.707894893092,5/27/2022, 4:11:56 AM
1653497518000,0.055,369,106.96635644789846,5/25/2022, 12:51:58 PM
1653262180000,0.27740569122342773,329,567.7513453158182,5/22/2022, 7:29:40 PM
1653209317000,0.2075041006416382,33,424.68751011655365,5/22/2022, 4:48:37 AM
1653189608000,2.9844518870307164,1,6108.11756031097,5/21/2022, 11:20:08 PM
1653177444000,0.08252380952380951,2,163.24423717765598,5/21/2022, 7:57:24 PM
1653117973000,0.06748619047619048,369,133.49761417804146,5/21/2022, 3:26:13 AM
1653081573000,0.1359257268980291,8,266.95689607668857,5/20/2022, 5:19:33 PM
1652925126000,0.026937250474306815,168,54.5169074843922,5/18/2022, 9:52:06 PM
1652909885000,0.08804878048780489,568,168.62901012175334,5/18/2022, 5:38:05 PM
1652883295000,0.06656613390243903,568,127.48593683424252,5/18/2022, 10:14:55 AM
1652868805000,0.029026829268292684,568,55.59151937559519,5/18/2022, 6:13:25 AM
1652864140000,0.01197560975609756,568,22.935413842044564,5/18/2022, 4:55:40 AM
1652860699000,0.22952380952380955,411,439.5787492449663,5/18/2022, 3:58:19 AM
1652767050000,0.0954323861904762,35,199.9479204720522,5/17/2022, 1:57:30 AM
1652740132000,0.00902439024390244,568,18.282410204993905,5/16/2022, 6:28:52 PM
1652721785000,0.12956773840840696,5,262.48981691770115,5/16/2022, 1:23:05 PM
1652657857000,0.3338450464836292,329,716.781155040248,5/15/2022, 7:37:37 PM
1652643780000,0.000634146341463415,625,1.3615422840218288,5/15/2022, 3:43:00 PM
1652472803000,0.3843439024390244,586,772.6135131472425,5/13/2022, 4:13:23 PM
1652457075000,0.08252380952380951,2,165.89052145714635,5/13/2022, 11:51:15 AM
1652424725000,0.01296956756097561,519,26.071606948091524,5/13/2022, 2:52:05 AM
1652424098000,1.9656425365853658,568,3951.3622465333983,5/13/2022, 2:41:38 AM
1652422604000,0.00051219512195122,574,1.0296218310641578,5/13/2022, 2:16:44 AM
1652298859000,0.14207257895502912,168,295.6402848903982,5/11/2022, 3:54:19 PM
1652266643000,0.002439024390243903,620,5.075390838189699,5/11/2022, 6:57:23 AM
1652261145000,2.3919113895121953,574,4977.352912357632,5/11/2022, 5:25:45 AM
1652126014000,0.11873962064235982,33,267.1511993407651,5/9/2022, 3:53:34 PM
1652121444000,0.012195121951219513,638,27.43769466122859,5/9/2022, 2:37:24 PM
1652053336000,0.2828433698299658,329,712.1514999354107,5/8/2022, 7:42:16 PM
1651960699000,1.7913304838287043,1,4731.314214037722,5/7/2022, 5:58:19 PM
1651951723000,0.024390243902439025,603,64.42022212049373,5/7/2022, 3:28:43 PM
1651931363000,0.09913537176078813,8,261.83922942193544,5/7/2022, 9:49:23 AM
1651872815000,0.08252380952380951,2,222.79012662885168,5/6/2022, 5:33:35 PM
1651668136000,1.0967695152380952,343,3226.753289268654,5/4/2022, 8:42:16 AM
1651576591000,0.09153714888783586,5,255.0268217305154,5/3/2022, 7:16:31 AM
1651543375000,0.25123673026454946,329,699.9574009000975,5/2/2022, 10:02:55 PM
1651304493000,0.08252380952380951,2,225.9645608383882,4/30/2022, 3:41:33 AM
1651272233000,0.023579690975609757,550,66.43554074898553,4/29/2022, 6:43:53 PM
1651172921000,0.000243902439024391,623,0.7152329472226615,4/28/2022, 3:08:41 PM
1651167946000,0.000521516366780074,7,1.529323320951559,4/28/2022, 1:45:46 PM
1651114001000,1.1808768424390244,568,3462.86829973107,4/27/2022, 10:46:41 PM
1651101094000,0.002398649618207722,233,6.931119282530318,4/27/2022, 7:11:34 PM
1651052049000,0.10531737682926828,574,304.32427303504494,4/27/2022, 5:34:09 AM
1651048641000,0.24234390243902437,568,700.2750557848693,4/27/2022, 4:37:21 AM
1651030961000,2.3103803668292686,568,6676.057140215069,4/26/2022, 11:42:41 PM
1650943300000,0.002439024390243903,571,6.845728868187918,4/25/2022, 11:21:40 PM
1650943071000,0.04878048780487805,603,136.91457736375835,4/25/2022, 11:17:51 PM
1650867575000,0.1059156712055523,33,318.6299634135989,4/25/2022, 2:19:35 AM
1650849499000,0.04285714285714286,457,128.92870058937,4/24/2022, 9:18:19 PM
1650846247000,0.24567068629241004,329,739.0600549868475,4/24/2022, 8:24:07 PM
1650770606000,0.053853658536585365,602,157.40895898441892,4/23/2022, 11:23:26 PM
1650763649000,0.07289748025316378,168,213.0721810003386,4/23/2022, 9:27:29 PM
1650751347000,1.4006480449096967,1,4118.868866755019,4/23/2022, 6:02:27 PM
1650738328000,0.10975609756097561,173,322.75843658467033,4/23/2022, 2:25:28 PM
1650721209000,0.014851533224187353,601,43.673725203840874,4/23/2022, 9:40:09 AM
1650662787000,0.5569461429567847,149,1652.5067054372541,4/22/2022, 5:26:27 PM
1650631386000,0.05365853658536585,561,159.20945432985533,4/22/2022, 8:43:06 AM
1650618676000,0.9096003273170732,574,2698.8617466303504,4/22/2022, 5:11:16 AM
1650581142000,0.08252380952380951,2,246.53896296034284,4/21/2022, 6:45:42 PM
1650577618000,0.16331164296757492,8,487.8917166924925,4/21/2022, 5:46:58 PM
1650507034000,0.03005146048780488,568,89.77840391589719,4/20/2022, 10:10:34 PM
1650461057000,0,78,0,4/20/2022, 9:24:17 AM
1650436786000,0.058536585365853655,585,180.27374503035216,4/20/2022, 2:39:46 AM
1650372722000,0.004876531390547821,601,15.14011067223226,4/19/2022, 8:52:02 AM
1650364376000,0.13414634146341464,561,416.48259661935634,4/19/2022, 6:32:56 AM
1650356471000,0.007142857142857143,215,22.176346053757936,4/19/2022, 4:21:11 AM
1650353698000,1.7622926829268293,568,5471.369733842722,4/19/2022, 3:34:58 AM
1650308920000,0.05682926829268293,542,174.00500075054362,4/18/2022, 3:08:40 PM
1650238939000,0.23825022206056137,329,713.7308172891096,4/17/2022, 7:42:19 PM
1650231547000,0.2926829268292683,528,876.7959281033634,4/17/2022, 5:39:07 PM
1650201141000,0.08495223945403725,5,254.493073591586,4/17/2022, 9:12:21 AM
1650007893000,0.000243902439024391,592,0.7427873353173877,4/15/2022, 3:31:33 AM
1649975746000,0.08252380952380951,2,249.50390610463106,4/14/2022, 6:35:46 PM
1649974434000,0.005238095238095239,365,15.836947300351659,4/14/2022, 6:13:54 PM
1649691130000,2.314813986097561,568,6927.548692176785,4/11/2022, 11:32:10 AM
1649687231000,0.16180022900629357,8,484.21988616722155,4/11/2022, 10:27:11 AM
1649675939000,0.09119732120263802,302,272.9264152634743,4/11/2022, 7:18:59 AM
1649670218000,0.09719301605227343,33,290.8697438694612,4/11/2022, 5:43:38 AM
1649638027000,0.22344196920907938,329,668.6952519158162,4/10/2022, 8:47:07 PM
1649545638000,0.003095238095238096,365,10.108855923923565,4/9/2022, 7:07:18 PM
1649533401000,0.9700823845521587,1,3168.2289885423643,4/9/2022, 3:43:21 PM
1649509521000,1.8448943326829268,568,6025.31063204694,4/9/2022, 9:05:21 AM
1649457885000,0.000634146341463415,517,2.024211033500571,4/8/2022, 6:44:45 PM
1649422914000,4.314707317073171,568,13772.654017667359,4/8/2022, 9:01:54 AM
1649413959000,0.06523759914899287,168,208.24005337906266,4/8/2022, 6:32:39 AM
1649379484000,0.08252380952380951,2,263.4180706287838,4/7/2022, 8:58:04 PM
1649274781000,0,37,0,4/6/2022, 3:53:01 PM
1649123318000,2.2359077997560974,409,7653.445061417382,4/4/2022, 9:48:38 PM
1649116608000,69.00066850608465,409,242949.084895743,4/4/2022, 7:56:48 PM
1649065322000,0.20449224904252916,329,720.0104846632584,4/4/2022, 5:42:02 AM
1649024759000,0.12762129645246528,527,449.42920814343347,4/3/2022, 6:25:59 PM
1649021055000,7.721080192380953,409,27190.438064278795,4/3/2022, 5:24:15 PM
1648897784000,0.000476190476190477,409,1.6382553516615115,4/2/2022, 7:09:44 AM
1648892296000,4.710311447142857,409,16205.055166175927,4/2/2022, 5:38:16 AM
1648884440000,0.002439024390243903,568,8.391063996315046,4/2/2022, 3:27:20 AM
1648848095000,0.018834634146341463,552,65.00201573876896,4/1/2022, 5:21:35 PM
1648845553000,0.09769067466234735,33,337.14967450887997,4/1/2022, 4:39:13 PM
1648767715000,0.08252380952380951,2,270.9506583893714,3/31/2022, 7:01:55 PM
1648754702000,0.047619047619047616,504,156.3477544081774,3/31/2022, 3:25:02 PM
1648730687000,0.14024390243902438,528,460.4632035314005,3/31/2022, 8:44:47 AM
1648617559000,0.006097560975609757,552,20.63285830354522,3/30/2022, 1:19:19 AM
1648604655000,0.07685402708994032,5,260.0577931645845,3/29/2022, 9:44:15 PM
1648545774000,0.12351219512195122,542,420.0877550923718,3/29/2022, 5:22:54 AM
1648509983000,0.2127117803816274,329,708.1035044352656,3/28/2022, 7:26:23 PM
1648500277000,0.001422592658678416,556,4.735717247003379,3/28/2022, 4:44:37 PM
1648478397000,0.002439024390243903,510,8.119351523626134,3/28/2022, 10:39:57 AM
1648458244000,0.004761904761904762,425,15.852067260412928,3/28/2022, 5:04:04 AM
1648427740000,0.05921872522463715,253,197.13523522074055,3/27/2022, 8:35:40 PM
1648414161000,0.9325018945042246,1,3063.430136475541,3/27/2022, 4:49:21 PM
1648356579000,0.003758131491505802,7,12.346112469870688,3/27/2022, 12:49:39 AM
1648350707000,0.000487804878048781,553,1.6025234618197783,3/26/2022, 11:11:47 PM
1648348812000,0.024985620325043492,222,82.08208769695672,3/26/2022, 10:40:12 PM
1648254006000,0.14554516287148506,28,457.13926684475126,3/25/2022, 8:20:06 PM
1648170402000,0.06897492648638676,168,214.2410915970163,3/24/2022, 9:06:42 PM
1648162864000,0.08252380952380951,2,256.3731724701285,3/24/2022, 7:01:04 PM
1648094414000,0.09076536380952381,299,281.9768549770994,3/24/2022, 12:00:14 AM
1648033343000,0.015463414634146341,518,46.83613544850248,3/23/2022, 7:02:23 AM
1647986608000,0.16336608979585185,8,485.1621603146861,3/22/2022, 6:03:28 PM
1647930191000,0.0762175975249147,259,226.34987661999986,3/22/2022, 2:23:11 AM
1647877615000,0.008027290143759518,516,23.251743733251974,3/21/2022, 11:46:55 AM
1647822539000,0.24967123974039276,329,723.1944504360554,3/20/2022, 8:28:59 PM
1647796831000,0.03287450698860125,7,94.04219413555612,3/20/2022, 1:20:31 PM
1647767546000,0.003792682926829269,511,10.84950792488411,3/20/2022, 5:12:26 AM
1647753588000,0.009523809523809525,455,27.24420915144685,3/20/2022, 1:19:48 AM
1647740351000,0.000571428571433334,286,1.634652549100435,3/19/2022, 9:39:11 PM
1647639889000,0.08252380952380951,2,243.09417439775274,3/18/2022, 5:44:49 PM
1647559784000,0.09340535346544032,5,263.16034326118717,3/17/2022, 7:29:44 PM
1647502016000,0.05365853658536585,510,151.1776186567561,3/17/2022, 3:26:56 AM
1647449369000,0.07286926285714286,431,201.9760684702092,3/16/2022, 12:49:29 PM
1647436761000,0.05340562116831336,302,148.02753554584604,3/16/2022, 9:19:21 AM
1647317733000,0.004878048780487805,527,12.782262694736273,3/15/2022, 12:15:33 AM
1647314728000,0.2785184822079608,329,729.8197630088841,3/14/2022, 11:25:28 PM
1647192981000,3.9457486966666666,441,9937.339861790853,3/13/2022, 1:36:21 PM
1647121068000,0.12475858521430812,33,321.80954762801707,3/12/2022, 4:37:48 PM
1647115867000,1.1101399531781653,1,2863.5595339781175,3/12/2022, 3:11:07 PM
1647053833000,0.001180489567934004,213,3.045023420102608,3/11/2022, 9:57:13 PM
1646961290000,0.08252380952380951,2,211.49468898465847,3/10/2022, 8:14:50 PM
1646944726000,0.000476190476190477,407,1.2435546297641495,3/10/2022, 3:38:46 PM
1646894739000,0.026056430659900855,181,68.0454494627212,3/10/2022, 1:45:39 AM
1646876606000,0.15809058649143845,168,412.84798958247114,3/9/2022, 8:43:26 PM
1646766760000,0.007222265316307217,7,18.60908492735175,3/8/2022, 2:12:40 PM
1646706858000,0.1944644921984942,8,501.06249108644283,3/7/2022, 9:34:18 PM
1646678326000,2.0994290928321937,181,5245.757114171045,3/7/2022, 1:38:46 PM
1646635203000,0.004761904761904762,124,11.898375547453416,3/7/2022, 1:40:03 AM
1646620653000,0.28186932989935903,329,704.2952999148388,3/6/2022, 9:37:33 PM
1646421766000,0.2623731595983672,313,687.2487459445365,3/4/2022, 2:22:46 PM
1646412847000,0.08252380952380951,2,216.15924697716997,3/4/2022, 11:54:07 AM
1646344355000,0.02040250619047619,193,57.87999909429401,3/3/2022, 4:52:35 PM
1646114062000,0.05285714285714285,264,157.37030495857397,3/1/2022, 12:54:22 AM
1646054916000,0.10050707778470579,5,293.40980586501536,2/28/2022, 8:28:36 AM
1646029410000,0.2326319914285714,463,679.1214006764774,2/28/2022, 1:23:30 AM
1646007057000,0.2722485516890454,329,794.7738254735116,2/27/2022, 7:10:57 PM
1646002411000,0.11185797691252652,33,294.1286622207284,2/27/2022, 5:53:31 PM
1645916462000,1.622249665167857,1,4518.51519021284,2/26/2022, 6:01:02 PM
1645899917000,0.002380952380952381,387,6.631759421194626,2/26/2022, 1:25:17 PM
1645893103000,0.047619047619047616,439,132.63518842389252,2/26/2022, 11:31:43 AM
1645879481000,0.000476190476190477,379,1.3263518842389272,2/26/2022, 7:44:41 AM
1645833065000,0.008718733333333334,240,24.167374182804647,2/25/2022, 6:51:05 PM
1645767735000,0.5509047619047619,409,1527.047681242835,2/25/2022, 12:42:15 AM
1645748637000,0.08252380952380951,2,228.7469644389172,2/24/2022, 7:23:57 PM
1645698417000,0.04760550040964072,332,123.77113861677417,2/24/2022, 5:26:57 AM
1645690113000,5.524316424761905,409,14362.855722311866,2/24/2022, 3:08:33 AM
1645662318000,0.14569676844664609,168,378.801919279352,2/23/2022, 7:25:18 PM
1645467560000,0.26953883526888806,329,693.9313388476902,2/21/2022, 1:19:20 PM
1645457323000,0.0968625,8,249.37380263619806,2/21/2022, 10:28:43 AM
1645413778000,0.08252380952380951,2,212.4586520993953,2/20/2022, 10:22:58 PM
1645394959000,0.047619047619047616,175,125.35673329130714,2/20/2022, 5:09:19 PM
1645393119000,0.11021636892158018,33,290.14364322801566,2/20/2022, 4:38:39 PM
1645339450000,0,17,0,2/20/2022, 1:44:10 AM
1645310468000,0.10354133791154004,233,286.7030294908167,2/19/2022, 5:41:08 PM
1645271990000,0.08830096185101197,310,244.50286021286374,2/19/2022, 6:59:50 AM
1645258717000,0.06726190476190476,377,186.24630754758283,2/19/2022, 3:18:37 AM
1645227764000,0.0877195238095238,120,244.93956385337873,2/18/2022, 6:42:44 PM
1645204436000,0.000952380952380953,398,2.6593369978272623,2/18/2022, 12:13:56 PM
1644965780000,0.045619000775994775,302,145.03649858904254,2/15/2022, 5:56:20 PM
1644857838000,0.24154040946896374,329,709.0770160920705,2/14/2022, 11:57:18 AM
1644808677000,1.694395129833956,1,4974.143437882913,2/13/2022, 10:17:57 PM
1644768000000,0.11210763073395898,5,323.905366524114,2/13/2022, 11:00:00 AM
1644648258000,0.08252380952380951,2,240.81152103593627,2/12/2022, 1:44:18 AM
1644607914000,0.5085238095238095,197,1490.2611468549933,2/11/2022, 2:31:54 PM
1644594440000,0.09663236217809344,168,283.1872415525316,2/11/2022, 10:47:20 AM
1644502149000,0.14802112666666667,343,456.18801278944045,2/10/2022, 9:09:09 AM
1644490595000,0.0968625,8,298.52165284705876,2/10/2022, 5:56:35 AM
1644477630000,0.00285238788174209,7,8.790807020452387,2/10/2022, 2:20:30 AM
1644398048000,0.011904761904761904,265,38.58239338675867,2/9/2022, 4:14:08 AM
1644367863000,0.000260255398601084,323,0.8434671982677953,2/8/2022, 7:51:03 PM
1644363626000,64.42095238095239,323,201472.54134868723,2/8/2022, 6:40:26 PM
1644340755000,3.8975420952380952,323,12189.321671271717,2/8/2022, 12:19:15 PM
1644339398000,38.22483354619048,323,119545.80105615778,2/8/2022, 11:56:38 AM
1644327198000,0.052564087670072625,14,164.39093082541856,2/8/2022, 8:33:18 AM
1644323069000,5.550240521428571,323,17358.03370828939,2/8/2022, 7:24:29 AM
1644318853000,0.10527136618839675,7,329.22968216619535,2/8/2022, 6:14:13 AM
1644314237000,11.788303295714286,323,36867.18894082811,2/8/2022, 4:57:17 AM
1644302740000,8.324577853809524,323,26034.602002529573,2/8/2022, 1:45:40 AM
1644294766000,28.594738289758645,323,89428.27417965469,2/7/2022, 11:32:46 PM
1644291731000,0.023809523809523808,173,74.46281206524318,2/7/2022, 10:42:11 PM
1644259866000,0.025315011899200688,246,79.74110490460646,2/7/2022, 1:51:06 PM
1644254865000,36.82401274551495,323,115993.91993338894,2/7/2022, 12:27:45 PM
1644246471000,12.09657910095238,323,38103.65908247393,2/7/2022, 10:07:51 AM
1644244436000,11.593560280952381,323,36519.173297741676,2/7/2022, 9:33:56 AM
1644237582000,4.383777392380953,323,13808.694000073892,2/7/2022, 7:39:42 AM
1644225158000,2.5280770176190472,323,7963.324507670892,2/7/2022, 4:12:38 AM
1644217025000,0.05428571428571429,323,170.9974640705311,2/7/2022, 1:57:05 AM
1644216962000,15.760183584289587,323,49643.842061570336,2/7/2022, 1:56:02 AM
1644188489000,0.01904761904761905,323,58.339158256205444,2/6/2022, 6:01:29 PM
1644187108000,8.468428576666668,323,25937.152233065288,2/6/2022, 5:38:28 PM
1644186295000,66.27248277238095,323,202979.74517570302,2/6/2022, 5:24:55 PM
