modCut,modBeneficiary,modProjectId,modCutFiat,date
2.271010091225591,0x2dda8dc2f67f1eb94b250caefac9de16f70c5a51,0,3999.969489055825,9/11/2022, 3:12:22 AM
6.8850185742937295,0xaf28bcb48c40dbc86f52d459a6562f658fc94b1e,5,10707.425671169227,8/29/2022, 2:13:45 AM
12.748457885631973,0x6860f1a0cf179ed93abd3739c7f6c8961a4eea3c,0,19826.114303030496,8/29/2022, 2:13:45 AM
1.3727471345964313,0x6212ce06dcac01706e6be5310c3228ede1a02adf,0,2134.865396570062,8/29/2022, 2:13:45 AM
4.543899430020745,0xaf28bcb48c40dbc86f52d459a6562f658fc94b1e,33,7066.569956088499,8/29/2022, 2:13:45 AM
41.35267724838552,0xaf28bcb48c40dbc86f52d459a6562f658fc94b1e,329,64310.75140365318,8/29/2022, 2:13:45 AM
3.4371885618189713,0x5bd9c90827ac6391e91a60c5de8b63dcaa48b7aa,0,5345.438163504884,8/29/2022, 2:13:45 AM
1.3727471345964313,0x34724d71ce674fcd4d06e60dd1baa88c14d36b75,0,2134.865396570062,8/29/2022, 2:13:45 AM
3.2988497032937496,0x25910143c255828f623786f46fe9a8941b7983bb,0,5130.296689431932,8/29/2022, 2:13:45 AM
11.024542879394595,0x5d95baebb8412ad827287240a5c281e3bb30d27e,0,17145.120549198327,8/29/2022, 2:13:45 AM
2.06444142722254,0xa8488938161c9afa127e93fef6d3447051588664,0,3210.5727669348216,8/29/2022, 2:13:45 AM
2.7561357198486487,0x2dda8dc2f67f1eb94b250caefac9de16f70c5a51,0,4286.280137299582,8/29/2022, 2:13:45 AM
1.03222071361127,0x5706d5ad7a68bf8692bd341234be44ca7bf2f654,0,1605.2863834674108,8/29/2022, 2:13:45 AM
5.512271439697297,0xb045708e396e20071324c1aed2e4cfb90a0764fe,0,8572.560274599164,8/29/2022, 2:13:45 AM
5.512271439697297,0x428f196c4d754a96642854ac5d9f29a0e6ec707e,0,8572.560274599164,8/29/2022, 2:13:45 AM
1.03222071361127,0xfda746f4c3f9f5a02b3e63ed6d0ebbc002d1f788,0,1605.2863834674108,8/29/2022, 2:13:45 AM
1.03222071361127,0x68dfb9b374b0a1ce996770ddf32916a530b4785f,0,1605.2863834674108,8/29/2022, 2:13:45 AM
1.3727471345964313,0xf8284136b169213e4c50ce09f3e1d9a9b484baea,0,2134.865396570062,8/29/2022, 2:13:45 AM
5.029555584622041,0xaf28bcb48c40dbc86f52d459a6562f658fc94b1e,5,9740.746153154843,8/13/2022, 10:17:53 PM
4.023644467697633,0x30670d81e487c80b9edc54370e6eaf943b6eab39,0,7792.596922523874,8/13/2022, 10:17:53 PM
9.302528448822304,0x6860f1a0cf179ed93abd3739c7f6c8961a4eea3c,0,18016.217671305196,8/13/2022, 10:17:53 PM
1.0059111169244082,0x6212ce06dcac01706e6be5310c3228ede1a02adf,0,1948.1492306309685,8/13/2022, 10:17:53 PM
3.318646932759158,0xaf28bcb48c40dbc86f52d459a6562f658fc94b1e,33,6427.2273762696905,8/13/2022, 10:17:53 PM
30.177333507732243,0xaf28bcb48c40dbc86f52d459a6562f658fc94b1e,329,58444.47691892905,8/13/2022, 10:17:53 PM
2.5104790268540786,0x5bd9c90827ac6391e91a60c5de8b63dcaa48b7aa,0,4862.047652514896,8/13/2022, 10:17:53 PM
2.2611506303514473,0xca6ed3fdc8162304d7f1fcfc9ca3a81632d5e5b0,0,4379.173056888416,8/13/2022, 10:17:53 PM
1.0059111169244082,0x34724d71ce674fcd4d06e60dd1baa88c14d36b75,0,1948.1492306309685,8/13/2022, 10:17:53 PM
2.407308655887473,0x25910143c255828f623786f46fe9a8941b7983bb,0,4662.237475014284,8/13/2022, 10:17:53 PM
8.047288935395265,0x5d95baebb8412ad827287240a5c281e3bb30d27e,0,15585.193845047748,8/13/2022, 10:17:53 PM
1.5045679099296705,0xa8488938161c9afa127e93fef6d3447051588664,0,2913.8984218839278,8/13/2022, 10:17:53 PM
2.0118222338488163,0x2dda8dc2f67f1eb94b250caefac9de16f70c5a51,0,3896.298461261937,8/13/2022, 10:17:53 PM
0.7479851895078933,0x5706d5ad7a68bf8692bd341234be44ca7bf2f654,0,1448.6237868794383,8/13/2022, 10:17:53 PM
4.023644467697633,0xb045708e396e20071324c1aed2e4cfb90a0764fe,0,7792.596922523874,8/13/2022, 10:17:53 PM
4.023644467697633,0x428f196c4d754a96642854ac5d9f29a0e6ec707e,0,7792.596922523874,8/13/2022, 10:17:53 PM
0.7479851895078933,0xfda746f4c3f9f5a02b3e63ed6d0ebbc002d1f788,0,1448.6237868794383,8/13/2022, 10:17:53 PM
0.7479851895078933,0x68dfb9b374b0a1ce996770ddf32916a530b4785f,0,1448.6237868794383,8/13/2022, 10:17:53 PM
3.0177333507732245,0xf8284136b169213e4c50ce09f3e1d9a9b484baea,0,5844.447691892906,8/13/2022, 10:17:53 PM
5.839511108773867,0xaf28bcb48c40dbc86f52d459a6562f658fc94b1e,5,9908.395430220575,7/30/2022, 3:31:43 PM
4.675137292522885,0x30670d81e487c80b9edc54370e6eaf943b6eab39,0,7932.703290055749,7/30/2022, 3:31:43 PM
10.805741855359498,0x6860f1a0cf179ed93abd3739c7f6c8961a4eea3c,0,18335.02175531753,7/30/2022, 3:31:43 PM
1.1643738162509827,0x6212ce06dcac01706e6be5310c3228ede1a02adf,0,1975.6921401648278,7/30/2022, 3:31:43 PM
3.854783012891511,0xaf28bcb48c40dbc86f52d459a6562f658fc94b1e,33,6540.738373121438,7/30/2022, 3:31:43 PM
26.88644993888633,0xaf28bcb48c40dbc86f52d459a6562f658fc94b1e,329,45620.52760016966,7/30/2022, 3:31:43 PM
2.9197555543869336,0x5bd9c90827ac6391e91a60c5de8b63dcaa48b7aa,0,4954.197715110287,7/30/2022, 3:31:43 PM
2.6286621003241883,0xca6ed3fdc8162304d7f1fcfc9ca3a81632d5e5b0,0,4460.274680069081,7/30/2022, 3:31:43 PM
1.1643738162509827,0x34724d71ce674fcd4d06e60dd1baa88c14d36b75,0,1975.6921401648278,7/30/2022, 3:31:43 PM
2.805082375513731,0x25910143c255828f623786f46fe9a8941b7983bb,0,4759.621974033449,7/30/2022, 3:31:43 PM
9.35027458504577,0x5d95baebb8412ad827287240a5c281e3bb30d27e,0,15865.406580111498,7/30/2022, 3:31:43 PM
1.746560724376474,0xa8488938161c9afa127e93fef6d3447051588664,0,2963.5382102472418,7/30/2022, 3:31:43 PM
