Timestamp|Return Amount|Redeem Amount|Caller|Beneficiary|txHash
1663031069|0|31000000000000000000|0x7f726bae10bd055fac980abd001945fd9a1d6879|0x7f726bae10bd055fac980abd001945fd9a1d6879|0x3c587c018cc6529fb34c87a153b940a03880d5dd8998c18c49b107ba54a1ae02
