wallet,totalPaid,balance,totalPaidFiat
0xfa3cafb3026e4c8f5ca2b9feee68f80eccd3bb0d,5,10631,6666.026374513325
0xf535c6e7315716749fe99ede3ee851b0cac7821c,5,0,6666.026374513325
0xf33364a83b6002d5070ec5fa31f5d9eb93572732,5,2407822,6666.026374513325
0xed6ab77b3d7c6cec5917bd610ffa9bfd84999d7f,5,1160667.144,6666.026374513325
0xddf767f258adf0af89896621349cadcf8722f771,5,0,6666.026374513325
0xd171d772cb75521c0b1708b517e73eed924afe2e,5,1160667.144,6666.026374513325
0xcaf54b82dd45f8b683e7f267766c33435d13fed5,5,0,6666.026374513325
0xc78bf647a7000d26219932587c98d09b7185f28b,5,0,6666.026374513325
0xc00c924402f91dbb13599a71e0da36509dc245f6,5,0,6666.026374513325
0xbf6f608160c7c981352759f49bbb9f25b15fb25f,5,0,6666.026374513325
0xbc4bfa3119b488ce3d5516c3857fb59cf8549d5d,5,0,6666.026374513325
0xae1c4442d7273b11d750a2d0736951021de16ac7,5,0,6666.026374513325
0xab1348b382eaec3d4a05cb85c999fc205b45292c,5,0,6666.026374513325
0xa720d0f92777bc356a122e2d58f267f00f264b9c,5,1160667.144,6666.026374513325
0xa192fcb81a6027c67576c58a8ed86d0278289c5c,5,0,6666.026374513325
0x99790c4e8bb78efe2b487e8d1fba10e94fde311d,5,0,6666.026374513325
0x9774e28baaa1e722673e45ad8fdc7666b3aa252e,5,660667.1440000001,6666.026374513325
0x8c58f07928b4a91af206132a1cc045cc754c7611,5,0,6666.026374513325
0x828f5ac8b268c90642a3e980b51aca0448324afe,5,1160667.144,6666.026374513325
0x778448f9f354583d80e4be0096e37d84fb27c197,5,0,6666.026374513325
0x73c0d297b7845f5c1aa6eb025eb4d9a0d98f0663,5,0,6666.026374513325
0x6f75b6046367c3d3f2fcdf8847fd3174891fdebc,5,0,6666.026374513325
0x5be876ed0a9655133226be302ca6f5503e3da569,5,0.8356630040986424,6666.026374513325
0x59371132ed9eb0aa7114dd17aeb9d498526c2732,5,0,6666.026374513325
0x5884412e63fa904137345ed22a7745759954969c,5,10631,6666.026374513325
0x5629f439bcc9e6b9d75286b4901d781221dfd837,5,1160667.144,6666.026374513325
0x45d29b661f9351abb53d3412ffe8852e6708f9d0,5,0,6666.026374513325
0x3577385c7b5a52d8fba230ac88c416cd97fa3ccc,5,1160667.144,6666.026374513325
0x31aed68c0acb298e0e87644ffcea1073145930e6,5,0,6666.026374513325
0x30ba83fc0e00d8e688d323c8c4acb9d1249d486d,5,0,6666.026374513325
0x27d3c98aa606b39f8ceba9311c7e673a406444bc,5,1515080.0740311034,6666.026374513325
0x1f50823bd5006cb8ffc95456b25bd55176bc01c7,5,0,6666.026374513325
0x1cb8b056c4d40868152bf3b6124064244733fda4,5,1965600,6666.026374513325
0x186bad94057591918c3265c4ddb12874324be8ac,5,0,6666.026374513325
0x1466dfb3873953a4a544398c268c0d4bebe4aa1f,5,0,6666.026374513325
0x123432244443b54409430979df8333f9308a6040,5,0,6666.026374513325
0x0de92626498717585f06e5bf5b85a7a88872f5b3,5,749.938890924004,6666.026374513325
0x0ba3061f2cc48787846aaf58b5cea3509151932a,5,0,6666.026374513325
0x0b40f47d0c6384787704592b30beafa277486d3b,5,1160667.144,6666.026374513325
0x09be9ab0eb61327d26904bae69efdc6633d5eec8,5,10631,6666.026374513325
0x064915a4dd54fabca5613be602d8b904cac25610,5,0,6666.026374513325
0x004a6cb2d2dbb3481b951f96713453e2a05d58e6,5,0,6666.026374513325
0x0033aade458d0b39ce0b1ba2581859f2d5855555,5,6712199.369170815,6666.026374513325
0x79ec76c1f33f3d953b0cd5a14903ba92f885e7ec,4.9,0,6532.705847023059
0xaea8b3ca79c266891ab0304249cd30dd3990f68e,4.8,0,6399.385319532792
0xa523362853c301a42a57286262854e703825867f,4.8,26158.158116527407,6399.385319532792
0x303301fb1253ab7def0d8bbc626d63eec3d7731f,4.786,1.5902368,6380.720445684154
0xdeb0e6be7dd26c57497777579061fdb8562f412d,4.7,0,6266.064792042525
0x2b6dfd49bf64eef655026f1ab66b77156d0328bf,4.5,300000,5999.423737061992
0xb744217c1987f6b4982a7ae07db23e66d2b8bf88,4.48,1039957.761024,5972.759631563939
0xcc1cb7a5e84ed54267c57902a05ee86ab1b5b78c,4.460060002322881,6833.576927779993,5946.175521479257
0xf4467a1998c355b32f83a5915b86b67b1c709c76,4.4,0,5866.103209571726
0x45d8bae872fe698f84ee413a0436d34a883479d7,4.4,2276765.7094281227,5866.103209571726
0x3c44438ca119cb3f91dee8f514f435f2d88c338f,4.3,0,5732.782682081459
0x53a43a618fd1a382d3fbd7be344e53c142032689,4.28,10631,5706.118576583406
0x07d3bc895bd6917ae3ef676e9d947cc072c3d046,4.2,1083289.3344,5599.462154591193
0xee24ead0abe9224f40c7058825f3a99da949c033,4.18,0,5572.7980490931395
0x9fc5bea9000986a756c61e00e34d50c3f0a3283d,4.15,0,5532.80189084606
0xe0af30852f9a9132331f8e7fbb3a8b651b9222c9,4.1,0,5466.141627100926
0xc428cb83c0c7d825a61f5c8288bee13787c3dc39,4.1,0,5466.141627100926
0x9470c4e757329d8c72ac561acd15c0fb23d6ab9f,4.1,0,5466.141627100926
0x6c78a1df40b9ca3c761849f03f83f18df18003f7,4.1,0,5466.141627100926
0xeef4038a8da28b84e919958f8f210bc2b385974d,4.000047619047619,698328.8883555796,5332.884585576131
0xf7a8f04c7fe7c8a6ed692bdf5ee1658559cbe7dc,4,928533.7152,5332.82109961066
0xe645f029661d2c948e5794fa99302d7444ebde4c,4,0,5332.82109961066
0xe57e5215a420f8d4c9c3d5243723beee030d2b78,4,464266.85719999997,5332.82109961066
0xded0fefac80ac08719087232565beddf95620d75,4,0,5332.82109961066
0xd6ab7e32829dd086e0fcd41c479c617b63eb8619,4,928533.7152,5332.82109961066
0xd38fbaaab882852276cf81a11d22ef586b76b8b7,4,0,5332.82109961066
0xbcb013cc879efc4a04178812304b69f456900cd1,4,928533.7152,5332.82109961066
0xb873e51b06b2dbeb43737430d878b8f089691d1d,4,0,5332.82109961066
0x8dba40daa3031e045857d3816d4132dd12a8cfcc,4,0,5332.82109961066
0x89e0d3ac5c9df4fe76f8826707bd1f31c328cc06,4,0,5332.82109961066
0x7e611a1dfbac3e3985c747a4e5a68df9a0bf75b5,4,0,5332.82109961066
0x7e012a2b322e58a93df440108e2cb6ebdd8c55ec,4,0,5332.82109961066
0x7b4ee8bab342b8d6304c9024048437239ffcf5f1,4,0,5332.82109961066
0x6832bef8dd24c2b0362f62cc49c378ec43a09e60,4,0,5332.82109961066
0x66b47f3e742513bd6049960282a92032979b5bf5,4,928533.7152,5332.82109961066
0x64abc5b10c77d93be5038e7b4965d2f0d8279127,4,0,5332.82109961066
0x4cbbf33f4cfaaa8a467059a97eaa1b2f8521895c,4,0,5332.82109961066
0x4a9ddf94244eda9804631c24937de5b251e7443b,4,0,5332.82109961066
0x415015cd9ee1f1bd273facc7da9f3ac00c4f610d,4,0,5332.82109961066
0x2ae66c2f9029d9c436782402eec82219897b0b18,4,928533.7152,5332.82109961066
0x27ee774de115d20dd9e5d52ea65eeb8a40aae757,4,939164.7152,5332.82109961066
0x2461fb825a47fed154776205842135972f4f4b88,4,32.7152,5332.82109961066
0x0b17ec878be272aa9aa3b357456ce58bdbe71a36,4,2594931.0000000005,5332.82109961066
0xe26eb64db2fd138b5067ccfaf1e94107f85f58a3,3.99,926212.380912,5319.489046861634
0x2a36a36050c93d0649205f5b1577004fdff5c82e,3.95,0,5266.160835865527
0xbce7b0a0fb13699cd54d7d81a36a5211eb019cf1,3.9457486966666666,0.008683936030180412,5260.492975836315
0xe481905fcf9e3eadca2f73dadf7aa0bb095bb214,3.88,0,5172.83646662234
0x293349b3405c39443d7dcbce0444c57be672565d,3.8678,0,5156.571362268528
0x129520ba92e2becab48a40979b6b734fed1be3ba,3.78,0,5039.515939132073
0x95a4e378a4e0f3ee077a938132256dd6767e8cea,3.7,0,4932.859517139861
0x43e0845c5fcb1688663e027d3d212a6e1b81fab3,3.7,0,4932.859517139861
0x0df0c5aeba738518e91854631ea38db449e06b1c,3.6384,0,4850.734072205856
0x044e407836aa3bc79216ee2c19e092df482fa45b,3.574,829644.8745312,4764.8756525021245
0xe9dcd6d00eae4baaf7a54dab40768d81e683197f,3.5,731220.30072,4666.218462159328
0xb84501efe8b7d824329ac9ce76eb5a48372bde22,3.5,0,4666.218462159328
0xa07cdb4310245be8cadb9918cbe1192fe82bd8ca,3.5,823098.0646048422,4666.218462159328
0x75696f3e8efe5b9108696e1a962e03e0053834bc,3.5,0,4666.218462159328
0x69c0dacd8553aa53841bdaf31d70bf571e46fa7d,3.5,0,4666.218462159328
0x21c30d17d9e61ce139dfd2a3d167c5752246b938,3.5,3344931,4666.218462159328
0x1e341aa44c293d95d13d778492d417d1be4e63d5,3.5,0,4666.218462159328
0x0e4fbc75cf8872252d8fea646949f752126e17b7,3.5,812467.0007999999,4666.218462159328
0x7e7c7ff26ad7f5a3e79bd2d02d732e4270e1ee70,3.4073412887804877,183188.7767597056,4542.685379595791
0x7ebd57d3bc9d2c83f540023f6a3b4a3c6eaf05e5,3.4,0,4532.897934669061
0x3f78a1fbcb8d663c247d02cb6be931f3f9410a60,3.4,0,4532.897934669061
0x00e6218dc811e781dec29327f687ca5215f302c4,3.4,0,4532.897934669061
0x4ff43922c4b6bc99df8e1fe197430afea4537525,3.39,0,4519.565881920034
0x2d4e22f4b625cdfb9f953e406869700df45ba1bb,3.39,0,4519.565881920034
0x4b20bf1a1ace12d1572c30c90e46cef843878465,3.33,0,4439.573565425874
0x9c438484aa2a4be6a556a588193610cb77971bdc,3.3,0,4399.577407178795
0x82f018c331231f2a27b68ddbdde61429338d86e8,3.2175277354754295,359452.2596817244,4289.624949081469
0xe4f33cb794cd28eaf116ba19ae183b99de5a0a28,3.2,0,4266.256879688528
0xb514e1fb5dffaf8f1d8721e50da703863f68008c,3.1,0,4132.936352198261
0xdfe36eb84cdedbff583452162d66a28fa24fd58e,3.0147675496120274,299601.73455501767,4019.303999748137
0xc35d8e0043b24baa3fc61e11732493215f7f3f6f,3.01,628849.4586191999,4012.947877457021
0xf64983be62dd02a2f15f5e466e53651460e23da1,3,0,3999.6158247079948
0xf38790c6499ab97c8cf22efcadbe6f2e25c45b66,3,0,3999.6158247079948
0xf32e10331ba18177e94edd42fac865025200a13a,3,696400.2864,3999.6158247079948
0xf224ada45e2db91fabdb7b9a1e78eaf7d5132889,3,696400.2864,3999.6158247079948
0xef7754848af83e9a3d2041b2819b395a45c14b72,3,0,3999.6158247079948
0xebebd8d9ab044e2b510d71e053cc936886250c7b,3,696400.2864,3999.6158247079948
0xe3104f381a89e83486092244e5cc43134d202acd,3,0,3999.6158247079948
0xe1e15d0021004c6933089624667b867713122ee3,3,696400.2864,3999.6158247079948
0xddbd1d4af126062d264bca3b9f9de891cd175882,3,0,3999.6158247079948
0xcfc1d768acc908ea4e6aa001355bf65429c3afb0,3,0,3999.6158247079948
0xcd5aa97e1bca32a5ad11f7450521db84be5118a8,3,0,3999.6158247079948
0xcb7ef1ff07bcc05c29ae36101844a0a6e961bb90,3,0,3999.6158247079948
0xc32aabc4e0081d9093185d96ece94ab521456479,3,0,3999.6158247079948
0xc29f2f4016fdb29a40b24c301b7142c2e975761b,3,722192.8896,3999.6158247079948
0xc16176539680085618dae41559104135d2f464e2,3,0,3999.6158247079948
0xbc3a5120dafdcec308044feb4cf84845c43ecde7,3,696400.2864,3999.6158247079948
0xba7b8c00552e9338c1ff14b6c64c981b96fa4a6f,3,0,3999.6158247079948
0xae93fa19461a49f1e703532e5fef906e144c2165,3,707031.2864,3999.6158247079948
0xa83b5371a3562dd31fa28f90dae7acf4453ae126,3,0,3999.6158247079948
0x8d95b61ffa4aaf6e1b2c1539b2b48587fa510f54,3,0,3999.6158247079948
0x7ed5ff48fe9a55bc75eda9b820ed6b0fa14b88f9,3,0,3999.6158247079948
0x7c105590658d80938b9e2d83cfff317f134d1353,3,0,3999.6158247079948
0x70b180035ce5982449966f539e63863fa4f23107,3,696400.2864,3999.6158247079948
0x6f2677bd2336d4141ae35d91843f1f361b1682cc,3,626760.25776,3999.6158247079948
0x6bc757849658c8724ea165d74a6daadb8ffd51dd,3,0,3999.6158247079948
0x6698e114f7fe2e91c2c6b4e4bd55b01159fba146,3,696400.2864,3999.6158247079948
0x6695f50eada6069c8494d65654e52f4c8e43b0bf,3,0,3999.6158247079948
0x65db3577b93db53046b8a745e76fa8a6d65de46b,3,737636.436574174,3999.6158247079948
0x62a81b91bb2bd824c4710aef111c93dc5a467d10,3,0,3999.6158247079948
0x611b736b72f56e3cf12471f9b9b86645e00ba7c9,3,696400.2864,3999.6158247079948
0x60095ef9231dd53ca085392b83b6dfffaeb9c34a,3,31.2864,3999.6158247079948
0x5cb29b16d7f68bb0e7ec12a2a5aa7a5235c1913d,3,0,3999.6158247079948
0x5c34c4bb9862cded33c44eacd3149bdfdf144708,3,0,3999.6158247079948
0x5b5326f9941673474d7af94738b70239bc6f2042,3,0,3999.6158247079948
0x54ce45e220b9f63f16c6b1de7bfdc2e02427ccb9,3,707031.2864,3999.6158247079948
0x508b19958f435a88ca99ce9608269db82e140420,3,0,3999.6158247079948
0x4fea1cae0382e5a3e860584820de1a1b6a895c03,3,696400.2864,3999.6158247079948
0x468115fbc91a76d2b0058b4f1f7f608944b25c8c,3,0,3999.6158247079948
0x45393b52678bb3381e39865ab4b65c66d6f54746,3,0,3999.6158247079948
0x308f08a78de13dbc150ee3b4a481d03ea9bc0f69,3,0,3999.6158247079948
0x2ccf8a67fe50bccb6a36b0814463818c75cabeea,3,0,3999.6158247079948
0x29754d7a9f9f344327158e2d01508efa415bd558,3,1283846.3166811492,3999.6158247079948
0x2315e82dde3fe4c921c0e3dc4b2978a424019812,3,0,3999.6158247079948
0x207ec3c3bcc212a5d672677764c0a28d5aba7ddb,3,0,3999.6158247079948
0x1b57561e4bd3d2dc7b149759002bc1a07d081a5d,3,0,3999.6158247079948
0x1827ca73920f80a5e33dc178dc6419529d32f2e6,3,0,3999.6158247079948
