wallet,totalPaid,balance,totalPaidFiat
0x5d95baebb8412ad827287240a5c281e3bb30d27e,0.003935701219512196,20338.01619210101,5.2470976262945115
0xa35a2832db27e75dbfe48071ed1b99afc960c929,0.0036266,113.96684474272499,4.835002249962004
0xc0b8eed3314b625d0c4ebc5432a5bd4f31370b4d,0.00271065,20288.975723966254,3.6138528784149093
0x6877be9e00d0bc5886c28419901e8cc98c1c2739,0.002,71.690775,2.66641054980533
0x5706d5ad7a68bf8692bd341234be44ca7bf2f654,0.002,20265.931992116257,2.66641054980533
0x441e1e47a6fa2dbfd3cd9b54291e9ab3a58d7975,0.002,71.690775,2.66641054980533
0x30670d81e487c80b9edc54370e6eaf943b6eab39,0.002,20265.931992116257,2.66641054980533
0x5587b77d82c7dc2c6ca95ef79b6cf65b632da905,0.001327,45.217889925,1.7691633997958365
0x1dd27cc5fa78f6306c4ee05b7345a01063995c0d,0.001219512195121952,44.834756097561005,1.6258600913447145
0xfdb66e0294eb698b500c5fe4eb81df5b3fb39c3b,0.001,35.8453875,1.333205274902665
0xfda746f4c3f9f5a02b3e63ed6d0ebbc002d1f788,0.001,10363.85482784056,1.333205274902665
0xf4844a06d4f995c4c03195afcb5aa59dcbb5b4fc,0.001,35.8453875,1.333205274902665
0xf0fe43a75ff248fd2e75d33fa1ebde71c6d1abad,0.001,20228.316492116257,1.333205274902665
0xeca040fbf33df1ac552c2736a22f0430ad0246f2,0.001,34.075275,1.333205274902665
0xca6ed3fdc8162304d7f1fcfc9ca3a81632d5e5b0,0.001,20230.086604616255,1.333205274902665
0xc6eb8f98421c0e7256adaa4be30b04e333c5d225,0.001,35.8453875,1.333205274902665
0xc61ac325f512b4e4acb397b23b8494770eaa0855,0.001,35.8453875,1.333205274902665
0xbd722f41bca276b05a27e0b716bdec2cb801d952,0.001,35.8453875,1.333205274902665
0xb1dc7d09c5308cd0a1f49e258f5e2e675278da15,0.001,35.8453875,1.333205274902665
0x984fd83fbfdb8de06b0e9f548bc1aa0551ba9a84,0.001,35.8453875,1.333205274902665
0x90eda5165e5e1633e0bdb6307cdecae564b10ff7,0.001,20230.086604616255,1.333205274902665
0x7f726bae10bd055fac980abd001945fd9a1d6879,0.001,0.583175,1.333205274902665
0x7e6948f25855ace05f2c22ebbfae9bbb31070e91,0.001,31.425259125,1.333205274902665
0x7354a64a2f333b738a59e9f58eebeab091dd2dfa,0.001,34.075275,1.333205274902665
0x6c2e47aca7f7e23f3ce8f1606cfaa157b5583c04,0.001,34.949,1.333205274902665
0x68dfb9b374b0a1ce996770ddf32916a530b4785f,0.001,10363.85482784056,1.333205274902665
0x6860f1a0cf179ed93abd3739c7f6c8961a4eea3c,0.001,20230.086604616255,1.333205274902665
0x6853e29151bde9249058ac7a10bf8862b33b5140,0.001,35.8453875,1.333205274902665
0x60535a6605958fff6cec5b1e92892601efb3473b,0.001,35.8453875,1.333205274902665
0x59b74027768caa41c3902f369dc17d5f940d1fe4,0.001,35.8453875,1.333205274902665
0x5159128278bb4c4fd8d605576e247fda25f00d1e,0.001,35.8453875,1.333205274902665
0x4fd9d0ee6d6564e80a9ee00c0163fc952d0a45ed,0.001,35.8453875,1.333205274902665
0x4ef912078cf4ab1e3e0703131fb7ffa5ebbc8869,0.001,35.8453875,1.333205274902665
0x495f70fe32984d047745c37bfc9e176b94a7397c,0.001,34.075275,1.333205274902665
0x474461503d4719e3b9e70c81c5bd3cee00407629,0.001,35.8453875,1.333205274902665
0x34724d71ce674fcd4d06e60dd1baa88c14d36b75,0.001,20230.086604616255,1.333205274902665
0x2dc6609cf4bb48df9e7907b49010223387ecc9d7,0.001,34.075275,1.333205274902665
0x2b19fde5d7377b48be50a5d0a78398a496e8b15c,0.001,34.949,1.333205274902665
0x26ccb2d8514f8df177ace1112b9ed2058e2ea468,0.001,35.8453875,1.333205274902665
0x26416423d530b1931a2a7a6b7d435fac65eed27d,0.001,35.8453875,1.333205274902665
0x163a5a40ca4a14593322ec295dfbe6d88298bdaa,0.001,35.8453875,1.333205274902665
0x0cb0c7a482ebb2b7ea1305ec234d762136bbffb5,0.001,35.8453875,1.333205274902665
0x00e9d6c7fb5e3b29875987fc3235744238476c43,0.001,35.8453875,1.333205274902665
0x00003183f59e825911d98fb509a157cd2abbae25,0.001,35.8453875,1.333205274902665
0x57a6a824d389169b752d355f49d1a4fa4fbae907,0.000975609756097561,34.096585365853656,1.3006880730757708
0x507edd093d6732e2749a672bed2ad2a600a06fa2,0.000975609756097561,30.812853658536586,1.3006880730757708
0x2d57be1ac8f55c25eb35aa06e4609633971a6206,0.000973663563262125,31.539883804750016,1.2980933985215897
0xc82970ce17c5b6ee0fef129297f217b2f5dfe1f7,0.0007004,22.12085577,0.9337769745418266
0x0028c35095d34c9c8a3bc84cb8542cb182fcfa8e,0.0005,17.74341625,0.6666026374513325
0x0c057c74fe71aef32482ae6e2daa3c444c29cec1,0.000487804878048781,15.801463414634162,0.650344036537886
0x403a4400dd5e04a3ad80f2f4d4d78fbceece3321,0.000243902439024391,7.70321341463417,0.3251720182689437
0xb3c0fda34cb33c93ca7687d88892dc7ca3411520,0.000121951219512196,4.155521341463444,0.16258600913447252
0x8951ad90b1afc583f83e15d026a786c592d8e16a,0.000121951219512196,4.371388719512227,0.16258600913447252
0x8c329635267f684359a539b0c6bdcf9ed24a932c,0.0001,3.2393,0.13332052749026652
0x45f9ef1d2010ba23f6b851c9510f3bab8b9bd55a,0.0001,3.2393,0.13332052749026652
0x334eb4c00fb960a5a15e06bf9f862d58feef0329,0.0001,3.4075275,0.13332052749026652
0x267a3195ea57ad38e65993dbcb9fbebf8995621d,0.00007321,2.55861629,0.0976039581756241
0xf8284136b169213e4c50ce09f3e1d9a9b484baea,0,20194.241217116258,0
0xe7879a2d05dba966fcca34ee9c3f99eee7edefd1,0,20194.241217116258,0
0xe16a238d207b9ac8b419c7a866b0de013c73357b,0,20194.241217116258,0
0xc5841f47e0dfdbe48df5397b41d72fea84077c08,0,31.268132829375002,0
0xb045708e396e20071324c1aed2e4cfb90a0764fe,0,20194.241217116258,0
0xa8488938161c9afa127e93fef6d3447051588664,0,20194.241217116258,0
0xa13d49fcbf79eaf6a0a58cbdd3361422db4eaff1,0,5,0
0x63a2368f4b509438ca90186cb1c15156713d5834,0,20194.241217116258,0
0x428f196c4d754a96642854ac5d9f29a0e6ec707e,0,20194.241217116258,0
0x2dda8dc2f67f1eb94b250caefac9de16f70c5a51,0,20194.241217116258,0
0x25910143c255828f623786f46fe9a8941b7983bb,0,20194.241217116258,0
0x1dd2091f250876ba87b6fe17e6ca925e1b1c0cf0,0,20194.241217116258,0
0x123a3c28eb9e701c173d3a73412489f3554f3005,0,8220.324392046905,0
0x111040f27f05e2017e32b9ac6d1e9593e4e19a2a,0,20194.241217116258,0
